invoice_id,invoice_number,invoice_date,due_date,vendor_id,vendor_name,vendor_email,vendor_address,purchase_order_number,item_description,quantity,unit_price,subtotal,tax_amount,discount,total_amount,currency,currency_change_flag,bank_account_number,bank_name,payment_method,duplicate_invoice,bank_changed,vendor_avg_amount,amount_ratio,invoice_frequency_last30days,vendor_risk_score,days_since_last_invoice,is_new_vendor,fraud_label
INV-ADD-29,INVNO-ADD-5641,2025-05-31,2025-06-30,V-968,Delta Electronics,vendor@example.com,Ahmedabad Trade Center,PO-5022,Packaging Materials,164,977,160228,14668.91,1203,173693.91,EUR,0,3216549870,Kotak Bank,Wire,0,0,48762,3.56,1,0.32,80,0,0
INV-10802,INVNO-6861,2025-03-21,2025-04-20,V-625,Omega Supplies,omegasupplies@example.com,Delhi Business Park,PO-6483,Machine Spare Parts,35,386,13510,2070.81,1190,14390.81,EUR,1,1593572580,HDFC Bank,Wire,0,1,58592,0.25,9,0.76,-44,1,1
INV-10745,INVNO-8601,2025-08-29,2025-09-28,V-540,Prime Packaging,primepackaging@example.com,Delhi Business Park,PO-8835,Transport Services,362,686,248332,12702.93,1026,260008.93,INR,1,9876543210,Axis Bank,UPI,0,0,50770,5.12,4,0.72,-252,0,1
INV-10086,INVNO-6445,2025-10-17,2025-11-16,V-184,Prime Packaging,primepackaging@example.com,Chennai Port District,PO-2092,Industrial Tools,58,988,57304,2956.78,1858,58402.78,INR,1,9876543210,IndusInd Bank,Cheque,0,1,43595,1.34,7,0.39,-3,0,1
INV-ADD-190,INVNO-ADD-7743,2025-09-03,2025-10-03,V-617,Prime Packaging,vendor@example.com,Mumbai Industrial Area,PO-6605,Packaging Materials,13,340,4420,428.82,1457,3391.82,USD,0,7539514560,State Bank,Cheque,0,0,63652,0.05,2,0.25,51,0,0
INV-10123,INVNO-4456,2025-05-09,2025-06-08,V-872,Delta Electronics,deltaelectronics@example.com,Mumbai Industrial Area,PO-4387,Industrial Tools,18,1465,26370,2823.3,1631,27562.3,EUR,0,8529637410,Axis Bank,UPI,1,0,67597,0.41,10,0.33,94,0,1
INV-ADD-330,INVNO-ADD-5138,2026-02-10,2026-03-12,V-977,Prime Packaging,vendor@example.com,Delhi Business Park,PO-3738,Packaging Materials,74,1024,75776,4955.99,29,80702.99,USD,0,8529637410,HDFC Bank,Wire,0,0,54857,1.47,1,0.18,52,0,0
INV-10316,INVNO-6952,2025-08-09,2025-09-08,V-129,Omega Supplies,omegasupplies@example.com,Pune Manufacturing Hub,PO-2572,Office Equipment,148,1701,251748,44426.01,1821,294353.01,EUR,1,4567891230,Kotak Bank,Wire,0,0,65432,4.5,8,0.27,191,1,0
INV-10438,INVNO-9148,2025-05-31,2025-06-30,V-302,Sunrise Traders,sunrisetraders@example.com,Hyderabad Logistics Park,PO-7921,Packaging Materials,176,1728,304128,33061.59,78,337111.59,INR,1,9876543210,IndusInd Bank,Wire,0,0,50007,6.74,4,0.88,-45,1,1
INV-10310,INVNO-8848,2025-06-29,2025-07-29,V-200,Delta Electronics,deltaelectronics@example.com,Hyderabad Logistics Park,PO-5904,Industrial Tools,305,1499,457195,59202.25,1118,515279.25,EUR,0,3216549870,IndusInd Bank,Cheque,0,1,79395,6.49,6,0.33,63,0,1
INV-10382,INVNO-9769,2025-05-06,2025-06-05,V-201,ABC Steel,abcsteel@example.com,Bangalore Tech Zone,PO-9864,Machine Spare Parts,154,193,29722,1583.66,1389,29916.66,INR,1,1593572580,State Bank,Wire,1,1,41315,0.72,1,0.47,-30,0,1
INV-ADD-49,INVNO-ADD-8952,2025-03-25,2025-04-24,V-639,Global Plastics,vendor@example.com,Ahmedabad Trade Center,PO-8339,Steel Sheets,41,579,23739,2314.54,1070,24983.54,USD,0,1234567890,HDFC Bank,Cheque,0,0,71612,0.35,2,0.23,60,0,0
INV-ADD-386,INVNO-ADD-8258,2025-03-14,2025-04-13,V-341,Omega Supplies,vendor@example.com,Chennai Port District,PO-1361,Industrial Tools,195,1249,243555,17674.37,821,260408.37,EUR,0,8529637410,IndusInd Bank,Cheque,0,0,48447,5.38,1,0.27,70,0,0
INV-10771,INVNO-6838,2026-01-14,2026-02-13,V-680,Global Plastics,globalplastics@example.com,Bangalore Tech Zone,PO-1532,Packaging Materials,71,1351,95921,9351.98,1748,103524.98,USD,1,4567891230,IndusInd Bank,Wire,1,0,59175,1.75,3,0.73,27,1,1
INV-ADD-256,INVNO-ADD-8170,2026-01-30,2026-03-01,V-842,Delta Electronics,vendor@example.com,Chennai Port District,PO-1330,Office Equipment,121,235,28435,3072.03,534,30973.03,USD,0,1234567890,Axis Bank,Cheque,0,0,40986,0.76,3,0.21,73,0,0
INV-10365,INVNO-9995,2026-02-16,2026-03-18,V-587,Sunrise Traders,sunrisetraders@example.com,Bangalore Tech Zone,PO-8096,Steel Sheets,21,1879,39459,2211.75,1140,40530.75,USD,0,7539514560,State Bank,Bank Transfer,1,1,63973,0.63,6,0.81,95,0,1
INV-10590,INVNO-3380,2026-01-25,2026-02-24,V-104,Prime Packaging,primepackaging@example.com,Pune Manufacturing Hub,PO-2604,Electronic Components,288,1786,514368,48962.95,1780,561550.95,USD,0,1234567890,State Bank,UPI,0,0,58247,9.64,8,0.49,343,0,1
INV-10128,INVNO-6633,2025-04-03,2025-05-03,V-671,Omega Supplies,omegasupplies@example.com,Chennai Port District,PO-8941,Transport Services,200,1399,279800,16727.57,598,295929.57,USD,0,7539514560,ICICI Bank,Cheque,1,0,51498,5.75,5,0.87,-395,0,1
INV-ADD-78,INVNO-ADD-1756,2025-03-21,2025-04-20,V-826,Prime Packaging,vendor@example.com,Delhi Business Park,PO-8751,Packaging Materials,126,265,33390,3305.22,1241,35454.22,USD,0,4567891230,Kotak Bank,Wire,0,0,73947,0.48,3,0.23,89,0,0
INV-10561,INVNO-8766,2026-01-11,2026-02-10,V-736,Vertex Components,vertexcomponents@example.com,Delhi Business Park,PO-1517,Plastic Containers,349,1422,496278,69998.51,1389,564887.51,INR,1,1234567890,IndusInd Bank,Bank Transfer,0,0,67156,8.41,5,0.35,339,0,1
INV-10615,INVNO-7275,2026-04-18,2026-05-18,V-786,Omega Supplies,omegasupplies@example.com,Delhi Business Park,PO-7681,Machine Spare Parts,395,1902,751290,68265.58,1917,817638.58,INR,1,1593572580,Kotak Bank,Cheque,0,0,61173,13.37,4,0.18,317,1,1
INV-10649,INVNO-7254,2026-02-27,2026-03-29,V-385,Sunrise Traders,sunrisetraders@example.com,Hyderabad Logistics Park,PO-2949,Industrial Tools,17,1067,18139,2437.21,1646,18930.21,USD,0,3216549870,Kotak Bank,Bank Transfer,0,0,42930,0.44,2,0.74,206,1,0
INV-10221,INVNO-9549,2025-08-17,2025-09-16,V-807,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-3223,Industrial Tools,268,1462,391816,56025.61,939,446902.61,USD,1,4567891230,ICICI Bank,UPI,0,1,66191,6.75,5,0.24,-3,0,1
INV-10113,INVNO-6703,2025-02-28,2025-03-30,V-659,Metro Logistics,metrologistics@example.com,Pune Manufacturing Hub,PO-7554,Industrial Tools,220,1840,404800,50587.29,1379,454008.29,USD,1,1234567890,ICICI Bank,Bank Transfer,0,1,49526,9.17,5,0.51,-442,0,1
INV-10535,INVNO-7003,2025-12-04,2026-01-03,V-361,Vertex Components,vertexcomponents@example.com,Delhi Business Park,PO-5806,Packaging Materials,26,908,23608,1347.64,691,24264.64,EUR,1,1234567890,State Bank,Bank Transfer,0,1,59357,0.41,7,0.74,-39,1,1
INV-ADD-366,INVNO-ADD-9411,2025-05-18,2025-06-17,V-554,Sunrise Traders,vendor@example.com,Delhi Business Park,PO-6936,Office Equipment,196,1172,229712,21589.23,761,250540.23,INR,0,8529637410,ICICI Bank,Wire,0,0,62317,4.02,1,0.22,66,0,0
INV-10174,INVNO-8242,2025-07-15,2025-08-14,V-559,Global Plastics,globalplastics@example.com,Hyderabad Logistics Park,PO-4268,Packaging Materials,241,745,179545,26186.16,275,205456.16,EUR,1,7539514560,Kotak Bank,UPI,0,1,64417,3.19,3,0.46,182,0,1
INV-10429,INVNO-8812,2025-04-23,2025-05-23,V-547,Omega Supplies,omegasupplies@example.com,Pune Manufacturing Hub,PO-7701,Transport Services,386,805,310730,27326.69,885,337171.69,EUR,1,7539514560,IndusInd Bank,Wire,0,0,74464,4.53,1,0.8,28,0,1
INV-10573,INVNO-5465,2025-12-08,2026-01-07,V-217,Metro Logistics,metrologistics@example.com,Delhi Business Park,PO-6154,Steel Sheets,10,308,3080,406.64,1357,2129.64,EUR,1,8529637410,ICICI Bank,UPI,1,0,52667,0.04,7,0.9,-45,0,1
INV-ADD-230,INVNO-ADD-4504,2025-01-04,2025-02-03,V-460,Prime Packaging,vendor@example.com,Delhi Business Park,PO-1128,Electronic Components,60,184,11040,1127.75,1331,10836.75,USD,0,9876543210,State Bank,Wire,0,0,46773,0.23,3,0.16,87,0,0
INV-10894,INVNO-7688,2025-08-24,2025-09-23,V-621,Omega Supplies,omegasupplies@example.com,Chennai Port District,PO-5869,Plastic Containers,311,1386,431046,47790.87,596,478240.87,USD,0,7539514560,ICICI Bank,Bank Transfer,0,0,41380,11.56,9,0.49,-249,0,1
INV-10926,INVNO-4345,2025-11-12,2025-12-12,V-336,Prime Packaging,primepackaging@example.com,Chennai Port District,PO-3454,Machine Spare Parts,155,713,110515,5990.93,83,116422.93,USD,0,1593572580,IndusInd Bank,Bank Transfer,0,0,61781,1.88,9,0.54,130,1,0
INV-ADD-173,INVNO-ADD-6510,2025-07-09,2025-08-08,V-817,Global Plastics,vendor@example.com,Ahmedabad Trade Center,PO-7015,Machine Spare Parts,160,681,108960,10608.98,209,119359.98,EUR,0,1234567890,IndusInd Bank,UPI,0,0,44783,2.67,3,0.18,53,0,0
INV-10031,INVNO-8089,2025-06-02,2025-07-02,V-111,Prime Packaging,primepackaging@example.com,Chennai Port District,PO-5613,Electronic Components,5,190,950,135.04,31,1054.04,INR,1,4567891230,Kotak Bank,Cheque,0,0,46418,0.02,7,0.88,-89,0,1
INV-10210,INVNO-1419,2025-03-08,2025-04-07,V-500,Global Plastics,globalplastics@example.com,Delhi Business Park,PO-5530,Steel Sheets,346,1254,433884,61210.86,654,494440.86,INR,0,7539514560,ICICI Bank,Wire,0,1,48025,10.3,8,0.74,36,0,1
INV-ADD-371,INVNO-ADD-8393,2025-04-02,2025-05-02,V-723,Global Plastics,vendor@example.com,Mumbai Industrial Area,PO-2702,Transport Services,74,839,62086,4317.79,350,66053.79,USD,0,1593572580,HDFC Bank,Bank Transfer,0,0,70418,0.94,2,0.19,34,0,0
INV-ADD-175,INVNO-ADD-9474,2025-11-13,2025-12-13,V-310,Global Plastics,vendor@example.com,Ahmedabad Trade Center,PO-1810,Office Equipment,99,1157,114543,8987.97,584,122946.97,INR,0,7418529630,IndusInd Bank,Cheque,0,0,69502,1.77,2,0.27,38,0,0
INV-10714,INVNO-6175,2026-02-05,2026-03-07,V-736,Vertex Components,vertexcomponents@example.com,Hyderabad Logistics Park,PO-8542,Machine Spare Parts,225,1461,328725,25269.69,1053,352941.69,INR,1,9876543210,Axis Bank,Bank Transfer,0,0,62401,5.66,9,0.44,162,0,1
INV-10814,INVNO-6455,2025-09-15,2025-10-15,V-216,ABC Steel,abcsteel@example.com,Hyderabad Logistics Park,PO-5916,Steel Sheets,36,459,16524,2064.86,1768,16820.86,INR,1,1234567890,State Bank,Wire,0,0,45254,0.37,8,0.65,37,0,0
INV-10847,INVNO-6459,2025-10-20,2025-11-19,V-855,Metro Logistics,metrologistics@example.com,Pune Manufacturing Hub,PO-4952,Transport Services,374,1851,692274,104320.91,631,795963.91,INR,0,8529637410,HDFC Bank,Cheque,0,1,53788,14.8,10,0.77,-31,1,1
INV-10188,INVNO-2274,2026-05-02,2026-06-01,V-821,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-2341,Machine Spare Parts,43,764,32852,5492.02,1037,37307.02,INR,1,8529637410,HDFC Bank,Cheque,1,0,46739,0.8,9,0.21,206,0,1
INV-ADD-91,INVNO-ADD-9393,2025-04-02,2025-05-02,V-914,Delta Electronics,vendor@example.com,Ahmedabad Trade Center,PO-5631,Packaging Materials,120,318,38160,2578.09,491,40247.09,USD,0,7539514560,HDFC Bank,Wire,0,0,66565,0.6,2,0.3,29,0,0
INV-10377,INVNO-7854,2025-06-05,2025-07-05,V-998,ABC Steel,abcsteel@example.com,Hyderabad Logistics Park,PO-2338,Electronic Components,396,136,53856,6705.82,836,59725.82,USD,0,1593572580,HDFC Bank,UPI,0,0,58597,1.02,6,0.48,88,0,0
INV-10351,INVNO-6344,2026-03-08,2026-04-07,V-965,ABC Steel,abcsteel@example.com,Bangalore Tech Zone,PO-9249,Electronic Components,169,460,77740,10102.24,524,87318.24,USD,0,1593572580,State Bank,Wire,0,0,58637,1.49,8,0.43,272,1,0
INV-10415,INVNO-5882,2026-01-31,2026-03-02,V-760,Global Plastics,globalplastics@example.com,Delhi Business Park,PO-7121,Packaging Materials,233,1559,363247,56982.01,1471,418758.01,USD,1,8529637410,HDFC Bank,Cheque,1,0,45180,9.27,2,0.56,-91,1,1
INV-ADD-121,INVNO-ADD-2791,2025-04-11,2025-05-11,V-644,Omega Supplies,vendor@example.com,Delhi Business Park,PO-6388,Machine Spare Parts,109,1438,156742,12428.57,752,168418.57,EUR,0,9876543210,Axis Bank,Bank Transfer,0,0,46509,3.62,1,0.11,74,0,0
INV-10048,INVNO-1437,2025-11-07,2025-12-07,V-464,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-8965,Packaging Materials,353,1544,545032,33643.31,1176,577499.31,EUR,1,8529637410,Kotak Bank,Wire,0,0,49769,11.6,8,0.88,228,0,1
INV-10155,INVNO-2049,2025-12-26,2026-01-25,V-310,Prime Packaging,primepackaging@example.com,Mumbai Industrial Area,PO-6612,Industrial Tools,217,1845,400365,51837.08,1502,450700.08,USD,0,9876543210,Axis Bank,Cheque,0,0,73112,6.16,2,0.29,-47,0,1
INV-10306,INVNO-9600,2025-09-03,2025-10-03,V-260,Sunrise Traders,sunrisetraders@example.com,Ahmedabad Trade Center,PO-6781,Plastic Containers,261,432,112752,11024.74,1472,122304.74,EUR,1,3216549870,State Bank,UPI,0,0,48630,2.52,7,0.83,-139,0,1
INV-ADD-287,INVNO-ADD-3247,2025-10-28,2025-11-27,V-404,Prime Packaging,vendor@example.com,Ahmedabad Trade Center,PO-4831,Transport Services,119,1372,163268,17774.47,1007,180035.47,EUR,0,8529637410,ICICI Bank,UPI,0,0,78107,2.3,3,0.33,36,0,0
INV-10462,INVNO-1850,2025-10-25,2025-11-24,V-226,Vertex Components,vertexcomponents@example.com,Ahmedabad Trade Center,PO-2722,Packaging Materials,57,251,14307,2001.86,1081,15227.86,INR,1,1593572580,State Bank,Wire,1,0,52689,0.29,3,0.76,268,0,1
INV-ADD-98,INVNO-ADD-1367,2025-04-02,2025-05-02,V-214,Vertex Components,vendor@example.com,Bangalore Tech Zone,PO-6757,Office Equipment,176,1281,225456,26804.13,43,252217.13,EUR,0,7418529630,State Bank,Cheque,0,0,67574,3.73,5,0.3,86,0,0
INV-10712,INVNO-3185,2025-10-22,2025-11-21,V-307,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-3619,Plastic Containers,147,1227,180369,27753.03,878,207244.03,EUR,1,8529637410,HDFC Bank,Wire,1,0,48140,4.31,7,0.22,26,1,1
INV-ADD-257,INVNO-ADD-4970,2026-04-04,2026-05-04,V-685,Prime Packaging,vendor@example.com,Chennai Port District,PO-7866,Industrial Tools,27,1220,32940,2600.14,368,35172.14,USD,0,3216549870,IndusInd Bank,Cheque,0,0,77597,0.45,1,0.36,22,0,0
INV-10852,INVNO-2206,2025-12-18,2026-01-17,V-168,Delta Electronics,deltaelectronics@example.com,Hyderabad Logistics Park,PO-2930,Office Equipment,176,1289,226864,26958.98,1030,252792.98,EUR,0,7418529630,ICICI Bank,UPI,0,0,55944,4.52,7,0.33,148,0,0
INV-ADD-0,INVNO-ADD-8594,2025-03-09,2025-04-08,V-788,Vertex Components,vendor@example.com,Bangalore Tech Zone,PO-7197,Transport Services,74,1135,83990,5611.88,845,88756.88,USD,0,8529637410,ICICI Bank,Bank Transfer,0,0,58946,1.51,1,0.27,80,0,0
INV-ADD-383,INVNO-ADD-4442,2026-03-17,2026-04-16,V-535,Omega Supplies,vendor@example.com,Ahmedabad Trade Center,PO-1789,Steel Sheets,146,881,128626,7650.15,315,135961.15,INR,0,7418529630,HDFC Bank,Wire,0,0,74949,1.81,5,0.29,30,0,0
INV-ADD-168,INVNO-ADD-2522,2026-01-07,2026-02-06,V-825,Metro Logistics,vendor@example.com,Mumbai Industrial Area,PO-2460,Packaging Materials,94,164,15416,1725.47,537,16604.47,INR,0,9876543210,HDFC Bank,Wire,0,0,70936,0.23,3,0.22,88,0,0
INV-10988,INVNO-8476,2025-01-08,2025-02-07,V-551,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-2632,Machine Spare Parts,140,1496,209440,30678.04,1022,239096.04,EUR,1,1593572580,State Bank,Wire,0,1,50660,4.72,7,0.22,-463,0,1
INV-10861,INVNO-2041,2025-12-26,2026-01-25,V-299,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-4525,Steel Sheets,159,1294,205746,28417.23,626,233537.23,USD,1,8529637410,IndusInd Bank,Bank Transfer,0,0,62172,3.76,8,0.48,1,1,1
INV-10720,INVNO-4597,2025-05-11,2025-06-10,V-593,Prime Packaging,primepackaging@example.com,Ahmedabad Trade Center,PO-3929,Plastic Containers,365,715,260975,18673.48,606,279042.48,EUR,1,4567891230,HDFC Bank,UPI,0,0,61625,4.53,10,0.73,-322,1,1
INV-ADD-105,INVNO-ADD-4689,2025-03-15,2025-04-14,V-134,ABC Steel,vendor@example.com,Pune Manufacturing Hub,PO-3167,Office Equipment,171,1036,177156,20753.09,1426,196483.09,EUR,0,4567891230,Kotak Bank,Cheque,0,0,64483,3.05,5,0.35,58,0,0
INV-ADD-388,INVNO-ADD-4154,2025-09-26,2025-10-26,V-720,Global Plastics,vendor@example.com,Chennai Port District,PO-3017,Electronic Components,156,1143,178308,15083.97,257,193134.97,INR,0,7539514560,IndusInd Bank,Bank Transfer,0,0,52495,3.68,5,0.15,53,0,0
INV-ADD-15,INVNO-ADD-5118,2026-02-15,2026-03-17,V-192,Omega Supplies,vendor@example.com,Delhi Business Park,PO-1637,Plastic Containers,33,142,4686,270.63,1136,3820.63,INR,0,7418529630,IndusInd Bank,Wire,0,0,47881,0.08,2,0.13,31,0,0
INV-10739,INVNO-9826,2025-06-14,2025-07-14,V-995,ABC Steel,abcsteel@example.com,Bangalore Tech Zone,PO-8887,Machine Spare Parts,194,481,93314,8427.76,25,101716.76,USD,0,9876543210,State Bank,Wire,0,1,68914,1.48,4,0.82,-295,0,1
INV-10522,INVNO-3869,2025-08-03,2025-09-02,V-414,Prime Packaging,primepackaging@example.com,Ahmedabad Trade Center,PO-9609,Electronic Components,234,868,203112,30038.0,1441,231709.0,INR,1,7418529630,HDFC Bank,Wire,0,1,64824,3.57,10,0.68,-51,0,1
INV-ADD-166,INVNO-ADD-5414,2026-01-24,2026-02-23,V-377,ABC Steel,vendor@example.com,Hyderabad Logistics Park,PO-6513,Electronic Components,199,943,187657,10691.94,1261,197087.94,EUR,0,1593572580,IndusInd Bank,UPI,0,0,46041,4.28,4,0.3,62,0,0
INV-10730,INVNO-5261,2025-06-25,2025-07-25,V-130,Metro Logistics,metrologistics@example.com,Hyderabad Logistics Park,PO-7586,Packaging Materials,397,255,101235,10464.33,1421,110278.33,INR,0,8529637410,Kotak Bank,Bank Transfer,1,0,43431,2.54,4,0.86,1,1,1
INV-10243,INVNO-3878,2026-04-13,2026-05-13,V-417,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-7625,Plastic Containers,317,1053,333801,55427.35,482,388746.35,EUR,1,1234567890,Axis Bank,UPI,0,1,40200,9.67,10,0.13,238,0,1
INV-10410,INVNO-9922,2025-07-04,2025-08-03,V-293,Omega Supplies,omegasupplies@example.com,Mumbai Industrial Area,PO-7067,Packaging Materials,250,1740,435000,47623.48,1770,480853.48,INR,1,1593572580,State Bank,Bank Transfer,0,0,48130,9.99,4,0.65,14,0,1
INV-10435,INVNO-1887,2025-11-26,2025-12-26,V-447,Prime Packaging,primepackaging@example.com,Chennai Port District,PO-5286,Industrial Tools,366,1439,526674,74969.59,1984,599659.59,USD,0,7418529630,IndusInd Bank,UPI,1,0,48425,12.38,3,0.13,-25,0,1
INV-10910,INVNO-6034,2025-07-05,2025-08-04,V-349,Prime Packaging,primepackaging@example.com,Delhi Business Park,PO-4632,Transport Services,392,590,231280,41246.62,1857,270669.62,INR,1,4567891230,HDFC Bank,Bank Transfer,1,0,72943,3.71,7,0.81,-210,1,1
INV-ADD-127,INVNO-ADD-9228,2025-06-25,2025-07-25,V-993,Prime Packaging,vendor@example.com,Ahmedabad Trade Center,PO-7868,Industrial Tools,179,381,68199,8063.21,1319,74943.21,INR,0,7418529630,State Bank,Wire,0,0,60448,1.24,3,0.24,72,0,0
INV-ADD-329,INVNO-ADD-5474,2025-02-14,2025-03-16,V-910,Delta Electronics,vendor@example.com,Hyderabad Logistics Park,PO-4537,Steel Sheets,62,952,59024,5088.37,1208,62904.37,INR,0,4567891230,Axis Bank,Cheque,0,0,45742,1.38,2,0.18,71,0,0
INV-10453,INVNO-7979,2026-05-08,2026-06-07,V-238,Prime Packaging,primepackaging@example.com,Ahmedabad Trade Center,PO-2828,Plastic Containers,303,1825,552975,53049.66,1898,604126.66,INR,1,1593572580,IndusInd Bank,Cheque,1,0,60459,9.99,10,0.56,472,0,1
INV-ADD-284,INVNO-ADD-9382,2026-04-07,2026-05-07,V-741,Metro Logistics,vendor@example.com,Mumbai Industrial Area,PO-9035,Plastic Containers,125,450,56250,5834.49,849,61235.49,USD,0,4567891230,State Bank,Bank Transfer,0,0,46163,1.33,1,0.38,60,0,0
INV-10912,INVNO-3430,2026-04-09,2026-05-09,V-953,Delta Electronics,deltaelectronics@example.com,Chennai Port District,PO-8975,Machine Spare Parts,140,483,67620,9981.68,592,77009.68,EUR,0,8529637410,IndusInd Bank,Wire,1,0,61514,1.25,7,0.58,436,0,1
INV-10054,INVNO-6689,2026-01-23,2026-02-22,V-903,Delta Electronics,deltaelectronics@example.com,Bangalore Tech Zone,PO-3673,Industrial Tools,119,1168,138992,13631.65,700,151923.65,USD,1,1593572580,ICICI Bank,Wire,0,0,72732,2.09,5,0.15,6,0,0
INV-ADD-66,INVNO-ADD-6960,2026-01-10,2026-02-09,V-887,ABC Steel,vendor@example.com,Ahmedabad Trade Center,PO-3808,Steel Sheets,9,121,1089,127.89,218,998.89,EUR,0,3216549870,ICICI Bank,Cheque,0,0,52426,0.02,3,0.25,41,0,0
INV-10312,INVNO-9880,2025-03-15,2025-04-14,V-582,Prime Packaging,primepackaging@example.com,Delhi Business Park,PO-5915,Plastic Containers,160,1568,250880,34205.18,1253,283832.18,INR,1,1593572580,Axis Bank,Bank Transfer,1,0,75851,3.74,8,0.71,-377,0,1
INV-10813,INVNO-1212,2025-05-28,2025-06-27,V-779,Vertex Components,vertexcomponents@example.com,Hyderabad Logistics Park,PO-9174,Machine Spare Parts,278,1794,498732,43755.49,1130,541357.49,EUR,1,9876543210,ICICI Bank,Cheque,1,0,63588,8.51,9,0.19,-260,0,1
INV-10109,INVNO-7621,2025-06-17,2025-07-17,V-524,Delta Electronics,deltaelectronics@example.com,Bangalore Tech Zone,PO-5595,Plastic Containers,121,485,58685,5324.41,475,63534.41,INR,1,8529637410,ICICI Bank,Cheque,1,1,41675,1.52,9,0.71,57,0,1
INV-10881,INVNO-9350,2025-04-01,2025-05-01,V-600,Metro Logistics,metrologistics@example.com,Mumbai Industrial Area,PO-7287,Packaging Materials,99,219,21681,2997.38,1695,22983.38,USD,1,7539514560,Kotak Bank,Wire,0,0,69138,0.33,9,0.72,-339,0,1
INV-10342,INVNO-6931,2025-01-08,2025-02-07,V-652,Prime Packaging,primepackaging@example.com,Hyderabad Logistics Park,PO-4862,Industrial Tools,213,339,72207,7826.39,568,79465.39,INR,1,1593572580,ICICI Bank,Cheque,0,0,71319,1.11,7,0.14,-447,0,1
INV-10591,INVNO-1718,2026-01-25,2026-02-24,V-474,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-4650,Office Equipment,395,1937,765115,81038.33,562,845591.33,EUR,1,3216549870,IndusInd Bank,Bank Transfer,0,0,49940,16.93,9,0.79,48,0,1
INV-ADD-328,INVNO-ADD-5344,2025-05-12,2025-06-11,V-920,Vertex Components,vendor@example.com,Delhi Business Park,PO-3537,Steel Sheets,81,526,42606,3367.53,527,45446.53,EUR,0,9876543210,Axis Bank,UPI,0,0,42597,1.07,5,0.12,20,0,0
INV-ADD-351,INVNO-ADD-5213,2025-11-02,2025-12-02,V-726,Prime Packaging,vendor@example.com,Chennai Port District,PO-6348,Packaging Materials,10,1415,14150,1176.87,440,14886.87,INR,0,9876543210,HDFC Bank,Cheque,0,0,51791,0.29,5,0.4,25,0,0
INV-10296,INVNO-9506,2025-05-03,2025-06-02,V-799,Global Plastics,globalplastics@example.com,Ahmedabad Trade Center,PO-5195,Machine Spare Parts,25,1980,49500,2614.14,1049,51065.14,INR,0,1234567890,IndusInd Bank,Bank Transfer,0,1,57151,0.89,3,0.72,63,0,1
INV-10420,INVNO-4758,2025-02-13,2025-03-15,V-555,Global Plastics,globalplastics@example.com,Mumbai Industrial Area,PO-6270,Transport Services,186,1678,312108,44376.69,1262,355222.69,INR,0,1593572580,Kotak Bank,Bank Transfer,0,0,55530,6.4,3,0.87,-352,1,1
INV-10968,INVNO-8914,2025-02-08,2025-03-10,V-378,Sunrise Traders,sunrisetraders@example.com,Chennai Port District,PO-5221,Plastic Containers,185,1709,316165,20594.67,1226,335533.67,INR,1,1234567890,Kotak Bank,UPI,1,1,51403,6.53,1,0.62,-136,0,1
INV-10618,INVNO-3495,2025-04-28,2025-05-28,V-830,Prime Packaging,primepackaging@example.com,Bangalore Tech Zone,PO-4789,Electronic Components,105,1226,128730,18567.41,563,146734.41,INR,1,1234567890,Kotak Bank,UPI,1,0,42236,3.47,9,0.83,-139,0,1
INV-10286,INVNO-8998,2026-05-12,2026-06-11,V-778,Global Plastics,globalplastics@example.com,Pune Manufacturing Hub,PO-3282,Steel Sheets,25,1921,48025,6600.65,887,53738.65,EUR,1,4567891230,State Bank,Cheque,1,0,51998,1.03,3,0.78,457,0,1
INV-ADD-344,INVNO-ADD-1365,2025-03-04,2025-04-03,V-518,Omega Supplies,vendor@example.com,Ahmedabad Trade Center,PO-5889,Packaging Materials,170,578,98260,8838.62,310,106788.62,EUR,0,1593572580,ICICI Bank,Cheque,0,0,45047,2.37,1,0.37,51,0,0
INV-ADD-247,INVNO-ADD-9398,2025-05-04,2025-06-03,V-166,Delta Electronics,vendor@example.com,Mumbai Industrial Area,PO-7852,Packaging Materials,93,1310,121830,9157.06,1218,129769.06,EUR,0,4567891230,Axis Bank,Bank Transfer,0,0,74683,1.74,5,0.36,36,0,0
INV-10126,INVNO-8106,2025-08-31,2025-09-30,V-718,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-9910,Steel Sheets,76,1336,101536,5657.41,607,106586.41,EUR,1,8529637410,IndusInd Bank,Cheque,0,0,79688,1.34,1,0.3,89,0,0
INV-10932,INVNO-7737,2025-07-11,2025-08-10,V-411,Sunrise Traders,sunrisetraders@example.com,Hyderabad Logistics Park,PO-3364,Transport Services,35,1361,47635,8150.42,57,55728.42,INR,1,1234567890,HDFC Bank,Bank Transfer,0,0,40534,1.37,8,0.86,-104,0,1
